52000014; 169,50 
52000024; 131,00 
52000025; 171,50 
52000026; 146,50 
52000049; 176,00 
52000054; 134,00 
52000062; 237,50 
52000080; 161,50 
52000093; 190,50 
52000118; 175,00 
52000126; 25,00 
52000135; 164,50 
52000171; 100,50 
52000172; 171,50 
52000173; 190,00 
52000174; 4,00 
52000191; 1,00 
52000194; 104,00 
52000208; 178,00 
52000213; 151,00 
52000218; 160,00 
52000219; 96,00 
52000220; 39,00 
52000230; 173,50 
52000236; 134,50 
52000239; 198,00 
52000240; 121,00 
52000249; 140,50 
52000252; 166,50 
52000254; 136,50 
52000261; 168,00 
52000280; 152,00 
52000282; 93,00 
52000283; 163,00 
52000285; 110,00 
52000289; 173,50 
52000304; 159,50 
52000305; 114,50 
52000306; 141,50 
52000308; 85,50 
52000309; 125,00 
52000313; 160,00 
52000314; 166,00 
52000322; 63,00 
52000324; 160,00 
52000329; 127,00 
52000335; 33,50 
52000336; 133,00 
52000339; 149,00 
52000341; 182,50 
52000343; 69,50 
52000347; 197,00 
52000350; 69,00 
52000353; 111,00 
52000355; 165,00 
52000356; 144,75 
52000357; 139,50 
52000358; 81,00 
52000364; 161,50 
52000365; 144,50 
52000367; 162,00 
52000369; 131,50 
52000372; 97,50 
52000373; 106,00 
52000374; 168,00 
52000377; 94,00 
52000378; 177,50 
52000379; 148,50 
52000381; 126,50 
52000383; 129,50 
52000384; 173,00 
52000385; 112,25 
52000388; 175,00 
52000390; 50,00 
52000393; 187,50 
52000398; 166,00 
52000407; 24,50 
52000422; 122,00 
52000424; 103,50 
52000426; 144,00 
52000428; 160,00 
52000431; 15,75 
52000433; 170,50 
52000434; 73,50 
52000435; 172,50 
52000436; 154,00 
52000439; 143,50 
52000443; 27,00 
52000444; 150,00 
52000445; 172,50 
52000446; 160,25 
52000447; 62,00 
52000448; 150,00 
52000451; 173,50 
52000452; 59,50 
52000454; 150,50 
52000455; 90,00 
52000456; 127,00 
52000513; 11,00 
52000549; 137,00 
52000569; 45,00 
52009015; 156,50 
52009034; 128,50 
52009084; 40,50 
52009132; 94,00 
52009141; 111,28 
52009142; 163,50 
52009143; 147,17 
52009148; 3,00 
52009159; 145,52 
52009191; 160,00 
52009192; 153,50 
52009196; 129,00 
52009197; 165,00 
52009200; 108,70 
52009201; 114,52 
52009204; 176,00 
52009211; 84,00 
52009212; 66,00 
52009213; 163,50 
52009219; 176,00 
52009220; 162,50 
52009227; 104,50 
52009232; 149,62 
52009235; 160,00 
52009236; 82,50 
52009237; 156,00 
52009238; 152,00 
52009239; 174,50 
52009240; 60,00 
52009243; 60,00 
52009244; 150,00 
52009245; 144,00 
52009248; 90,00 
52009249; 165,00 
52009250; 91,72 
52009251; 165,00 
52009260; 135,00 
52009261; 152,00 
52009262; 92,00 
52009278; 89,46 
52009279; 116,11 
52009280; 136,50 
52009282; 108,50 
52009283; 150,00 
52009284; 154,27 
52009285; 1,50
