52000014; 136,00 
52000024; 152,50 
52000025; 148,00 
52000026; 144,00 
52000049; 107,00 
52000054; 94,50 
52000062; 146,25 
52000080; 127,00 
52000093; 126,50 
52000111; 196,50 
52000118; 136,75 
52000126; 36,00 
52000135; 127,00 
52000144; 141,00 
52000169; 149,25 
52000171; 143,00 
52000172; 92,50 
52000173; 154,00 
52000174; 2,00 
52000186; 113,00 
52000191; 143,50 
52000194; 122,00 
52000208; 100,50 
52000212; 59,50 
52000213; 142,00 
52000218; 133,50 
52000219; 83,50 
52000220; 91,00 
52000230; 122,50 
52000236; 109,50 
52000239; 205,50 
52000240; 153,50 
52000249; 53,50 
52000252; 134,00 
52000254; 131,25 
52000261; 129,00 
52000280; 133,50 
52000282; 130,00 
52000283; 133,50 
52000285; 109,00 
52000289; 140,00 
52000298; 142,50 
52000304; 139,00 
52000305; 122,50 
52000306; 123,00 
52000308; 110,75 
52000309; 118,25 
52000313; 172,50 
52000314; 122,75 
52000318; 77,50 
52000322; 124,00 
52000324; 145,25 
52000329; 46,00 
52000335; 28,00 
52000336; 110,50 
52000339; 130,75 
52000341; 137,50 
52000343; 12,00 
52000347; 162,00 
52000350; 138,00 
52000355; 129,75 
52000356; 52,50 
52000358; 107,00 
52000364; 142,50 
52000365; 124,50 
52000367; 139,25 
52000369; 147,75 
52000372; 152,00 
52000373; 66,50 
52000374; 155,50 
52000375; 96,50 
52000377; 87,50 
52000378; 141,25 
52000379; 122,75 
52000381; 117,50 
52000383; 148,25 
52000384; 115,25 
52000385; 126,00 
52000388; 21,00 
52000389; 107,75 
52000390; 196,25 
52000391; 169,50 
52000393; 77,50 
52000398; 135,50 
52000403; 141,75 
52000407; 78,25 
52000411; 18,00 
52000422; 79,50 
52000424; 154,50 
52000426; 82,50 
52000428; 164,00 
52000433; 118,50 
52000434; 192,75 
52000435; 22,50 
52000438; 114,50 
52000440; 70,00 
52000443; 31,00 
52000444; 78,00 
52000445; 96,50 
52000446; 162,25 
52000513; 3,50 
52000549; 121,00 
52000558; 130,25 
52000569; 68,00 
52009015; 105,00 
52009034; 146,00 
52009084; 30,50 
52009096; 126,50 
52009132; 112,00 
52009139; 93,08 
52009141; 139,38 
52009142; 137,50 
52009143; 129,79 
52009148; 4,00 
52009159; 148,15 
52009160; 191,00 
52009168; 140,00 
52009191; 113,00 
52009192; 145,00 
52009196; 141,00 
52009197; 162,00 
52009200; 146,08 
52009201; 62,74 
52009204; 151,00 
52009210; 49,50 
52009211; 118,50 
52009212; 164,50 
52009213; 180,00 
52009219; 136,00 
52009220; 153,00 
52009224; 60,00 
52009227; 96,50 
52009232; 148,16 
52009233; 151,00 
52009235; 168,00 
52009236; 165,00 
52009237; 164,00 
52009238; 137,00 
52009239; 177,50 
52009240; 165,00 
52009243; 126,00 
52009244; 156,00 
52009245; 133,00 
52009247; 73,00 
52009248; 103,00 
52009249; 161,50 
52009250; 130,27 
52009251; 172,00 
52009252; 169,50 
52009257; 117,50 
52009259; 42,00 
52009260; 162,50 
52009261; 150,50 
52009262; 158,50 
52009272; 155,50 
52009277; 146,00 
52009278; 136,44 
52009279; 127,93 
52009280; 118,00 
52009282; 26,50
